CHP_ID	Medicinal_properties	Class	x_rank	y_rank
CHP03594	Pungent medicinal	Medicinal flavor	14	4
CHP03594	Bitter medicinal	Medicinal flavor	10	13
CHP03594	Stomach meridian	Meridian tropism	8	3
CHP03594	Heart meridian	Meridian tropism	9	21
CHP03594	Cool therapeutic	Therapeutic nature	15	11
CHP03595	Sweet medicinal	Medicinal flavor	13	19
CHP03595	Stomach meridian	Meridian tropism	8	3
CHP03595	Lung meridian	Meridian tropism	5	8
CHP03595	Cold therapeutic	Therapeutic nature	6	17
CHP03596	Sweet medicinal	Medicinal flavor	13	19
CHP03596	Pungent medicinal	Medicinal flavor	14	4
CHP03596	Spleen meridian	Meridian tropism	19	5
CHP03596	Kidney meridian	Meridian tropism	21	10
CHP03596	Neutral therapeutic	Therapeutic nature	16	15
CHP03597	Sweet medicinal	Medicinal flavor	13	19
CHP03597	Spleen meridian	Meridian tropism	19	5
CHP03597	Neutral therapeutic	Therapeutic nature	16	15
CHP03598	Pungent medicinal	Medicinal flavor	14	4
CHP03598	Bitter medicinal	Medicinal flavor	10	13
CHP03598	Stomach meridian	Meridian tropism	8	3
CHP03598	Lung meridian	Meridian tropism	5	8
CHP03598	Liver meridian	Meridian tropism	12	7
CHP03598	Neutral therapeutic	Therapeutic nature	16	15
CHP03599	Sweet medicinal	Medicinal flavor	13	19
CHP03599	Pungent medicinal	Medicinal flavor	14	4
CHP03599	Stomach meridian	Meridian tropism	8	3
CHP03599	Liver meridian	Meridian tropism	12	7
CHP03599	Warm therapeutic	Therapeutic nature	18	6
CHP03600	Pungent medicinal	Medicinal flavor	14	4
CHP03600	Bitter medicinal	Medicinal flavor	10	13
CHP03600	Warm therapeutic	Therapeutic nature	18	6
CHP03601	Sweet medicinal	Medicinal flavor	13	19
CHP03601	Sour medicinal	Medicinal flavor	20	20
CHP03601	Stomach meridian	Meridian tropism	8	3
CHP03601	Spleen meridian	Meridian tropism	19	5
CHP03601	Liver meridian	Meridian tropism	12	7
CHP03601	Warm therapeutic	Therapeutic nature	18	6
CHP03602	Sweet medicinal	Medicinal flavor	13	19
CHP03602	Stomach meridian	Meridian tropism	8	3
CHP03602	Liver meridian	Meridian tropism	12	7
CHP03602	Neutral therapeutic	Therapeutic nature	16	15
CHP03603	Bitter medicinal	Medicinal flavor	10	13
CHP03603	Stomach meridian	Meridian tropism	8	3
CHP03603	Liver meridian	Meridian tropism	12	7
CHP03603	Neutral therapeutic	Therapeutic nature	16	15
CHP03604	Bitter medicinal	Medicinal flavor	10	13
CHP03604	Spleen meridian	Meridian tropism	19	5
CHP03604	Liver meridian	Meridian tropism	12	7
CHP03604	Cold therapeutic	Therapeutic nature	6	17
CHP03605	Sour medicinal	Medicinal flavor	20	20
CHP03605	Liver meridian	Meridian tropism	12	7
CHP03605	Neutral therapeutic	Therapeutic nature	16	15
CHP03606	Pungent medicinal	Medicinal flavor	14	4
CHP03606	Bitter medicinal	Medicinal flavor	10	13
CHP03606	Large intestine meridian	Meridian tropism	2	9
CHP03606	Lung meridian	Meridian tropism	5	8
CHP03606	Heart meridian	Meridian tropism	9	21
CHP03606	Cool therapeutic	Therapeutic nature	15	11
CHP03607	Sweet medicinal	Medicinal flavor	13	19
CHP03607	Pungent medicinal	Medicinal flavor	14	4
CHP03607	Bitter medicinal	Medicinal flavor	10	13
CHP03607	Cool therapeutic	Therapeutic nature	15	11
CHP03608	Bitter medicinal	Medicinal flavor	10	13
CHP03608	Astringent medicinal	Medicinal flavor	17	18
CHP03608	Large intestine meridian	Meridian tropism	2	9
CHP03608	Spleen meridian	Meridian tropism	19	5
CHP03608	Lung meridian	Meridian tropism	5	8
CHP03608	Neutral therapeutic	Therapeutic nature	16	15
CHP03609	Sour medicinal	Medicinal flavor	20	20
CHP03609	Astringent medicinal	Medicinal flavor	17	18
CHP03609	Liver meridian	Meridian tropism	12	7
CHP03609	Kidney meridian	Meridian tropism	21	10
CHP03609	Warm therapeutic	Therapeutic nature	18	6
CHP03610	Pungent medicinal	Medicinal flavor	14	4
CHP03610	Lung meridian	Meridian tropism	5	8
CHP03610	Liver meridian	Meridian tropism	12	7
CHP03610	Warm therapeutic	Therapeutic nature	18	6
CHP03611	Pungent medicinal	Medicinal flavor	14	4
CHP03611	Stomach meridian	Meridian tropism	8	3
CHP03611	Spleen meridian	Meridian tropism	19	5
CHP03611	Lung meridian	Meridian tropism	5	8
CHP03611	Warm therapeutic	Therapeutic nature	18	6
CHP03612	Sweet medicinal	Medicinal flavor	13	19
CHP03612	Bitter medicinal	Medicinal flavor	10	13
CHP03612	Neutral therapeutic	Therapeutic nature	16	15
CHP03613	Sweet medicinal	Medicinal flavor	13	19
CHP03613	Bitter medicinal	Medicinal flavor	10	13
CHP03613	Neutral therapeutic	Therapeutic nature	16	15
CHP03614	Pungent medicinal	Medicinal flavor	14	4
CHP03614	Lung meridian	Meridian tropism	5	8
CHP03614	Spleen meridian	Meridian tropism	19	5
CHP03614	Stomach meridian	Meridian tropism	8	3
CHP03614	Warm therapeutic	Therapeutic nature	18	6
CHP03615	Pungent medicinal	Medicinal flavor	14	4
CHP03615	Triple burner meridian	Meridian tropism	1	1
CHP03615	Lung meridian	Meridian tropism	5	8
CHP03615	Liver meridian	Meridian tropism	12	7
CHP03615	Kidney meridian	Meridian tropism	21	10
CHP03615	Warm therapeutic	Therapeutic nature	18	6
CHP03616	Pungent medicinal	Medicinal flavor	14	4
CHP03616	Warm therapeutic	Therapeutic nature	18	6
CHP03617	Pungent medicinal	Medicinal flavor	14	4
CHP03617	Bitter medicinal	Medicinal flavor	10	13
CHP03617	Stomach meridian	Meridian tropism	8	3
CHP03617	Kidney meridian	Meridian tropism	21	10
CHP03617	Bladder meridian	Meridian tropism	7	12
CHP03617	Warm therapeutic	Therapeutic nature	18	6
CHP03618	Pungent medicinal	Medicinal flavor	14	4
CHP03618	Stomach meridian	Meridian tropism	8	3
CHP03618	Lung meridian	Meridian tropism	5	8
CHP03618	Warm therapeutic	Therapeutic nature	18	6
CHP03619	Pungent medicinal	Medicinal flavor	14	4
CHP03619	Stomach meridian	Meridian tropism	8	3
CHP03619	Lung meridian	Meridian tropism	5	8
CHP03619	Kidney meridian	Meridian tropism	21	10
CHP03619	Warm therapeutic	Therapeutic nature	18	6
CHP03620	Pungent medicinal	Medicinal flavor	14	4
CHP03620	Lung meridian	Meridian tropism	5	8
CHP03620	Warm therapeutic	Therapeutic nature	18	6
CHP03621	Sweet medicinal	Medicinal flavor	13	19
CHP03621	Bitter medicinal	Medicinal flavor	10	13
CHP03621	Stomach meridian	Meridian tropism	8	3
CHP03621	Liver meridian	Meridian tropism	12	7
CHP03621	Kidney meridian	Meridian tropism	21	10
CHP03621	Cool therapeutic	Therapeutic nature	15	11
CHP03622	Pungent medicinal	Medicinal flavor	14	4
CHP03622	Liver meridian	Meridian tropism	12	7
CHP03622	Warm therapeutic	Therapeutic nature	18	6
CHP03623	Cool therapeutic	Therapeutic nature	15	11
CHP03624	Astringent medicinal	Medicinal flavor	17	18
CHP03624	Liver meridian	Meridian tropism	12	7
CHP03624	Cool therapeutic	Therapeutic nature	15	11
CHP03625	Sweet medicinal	Medicinal flavor	13	19
CHP03625	Cool therapeutic	Therapeutic nature	15	11
CHP03626	Salty medicinal	Medicinal flavor	23	16
CHP03626	Sweet medicinal	Medicinal flavor	13	19
CHP03626	Liver meridian	Meridian tropism	12	7
CHP03626	Stomach meridian	Meridian tropism	8	3
CHP03626	Neutral therapeutic	Therapeutic nature	16	15
CHP03627	Sweet medicinal	Medicinal flavor	13	19
CHP03627	Warm therapeutic	Therapeutic nature	18	6
CHP03628	Bitter medicinal	Medicinal flavor	10	13
CHP03628	Cold therapeutic	Therapeutic nature	6	17
CHP03629	Bitter medicinal	Medicinal flavor	10	13
CHP03629	Liver meridian	Meridian tropism	12	7
CHP03629	Neutral therapeutic	Therapeutic nature	16	15
CHP03630	Bitter medicinal	Medicinal flavor	10	13
CHP03630	Cold therapeutic	Therapeutic nature	6	17
CHP03631	Sweet medicinal	Medicinal flavor	13	19
CHP03631	Bitter medicinal	Medicinal flavor	10	13
CHP03631	Cool therapeutic	Therapeutic nature	15	11
CHP03632	Sour medicinal	Medicinal flavor	20	20
CHP03632	Pungent medicinal	Medicinal flavor	14	4
CHP03632	Astringent medicinal	Medicinal flavor	17	18
CHP03632	Liver meridian	Meridian tropism	12	7
CHP03632	Kidney meridian	Meridian tropism	21	10
CHP03632	Neutral therapeutic	Therapeutic nature	16	15
CHP03633	Bitter medicinal	Medicinal flavor	10	13
CHP03633	Liver meridian	Meridian tropism	12	7
CHP03633	Cold therapeutic	Therapeutic nature	6	17
CHP03634	Bitter medicinal	Medicinal flavor	10	13
CHP03634	Astringent medicinal	Medicinal flavor	17	18
CHP03634	Cool therapeutic	Therapeutic nature	15	11
CHP03635	Sour medicinal	Medicinal flavor	20	20
CHP03635	Bitter medicinal	Medicinal flavor	10	13
CHP03635	Spleen meridian	Meridian tropism	19	5
CHP03635	Liver meridian	Meridian tropism	12	7
CHP03635	Neutral therapeutic	Therapeutic nature	16	15
CHP03636	Sour medicinal	Medicinal flavor	20	20
CHP03636	Bitter medicinal	Medicinal flavor	10	13
CHP03636	Neutral therapeutic	Therapeutic nature	16	15
CHP03636	Cold therapeutic	Therapeutic nature	6	17
CHP03637	Sweet medicinal	Medicinal flavor	13	19
CHP03637	Sour medicinal	Medicinal flavor	20	20
CHP03637	Warm therapeutic	Therapeutic nature	18	6
CHP03638	Bitter medicinal	Medicinal flavor	10	13
CHP03638	Astringent medicinal	Medicinal flavor	17	18
CHP03638	Stomach meridian	Meridian tropism	8	3
CHP03638	Heart meridian	Meridian tropism	9	21
CHP03638	Neutral therapeutic	Therapeutic nature	16	15
CHP03639	Pungent medicinal	Medicinal flavor	14	4
CHP03639	Bitter medicinal	Medicinal flavor	10	13
CHP03639	Lung meridian	Meridian tropism	5	8
CHP03639	Liver meridian	Meridian tropism	12	7
CHP03639	Neutral therapeutic	Therapeutic nature	16	15
CHP03640	Bitter medicinal	Medicinal flavor	10	13
CHP03640	Stomach meridian	Meridian tropism	8	3
CHP03640	Lung meridian	Meridian tropism	5	8
CHP03640	Liver meridian	Meridian tropism	12	7
CHP03640	Neutral therapeutic	Therapeutic nature	16	15
CHP03641	Pungent medicinal	Medicinal flavor	14	4
CHP03641	Bitter medicinal	Medicinal flavor	10	13
CHP03641	Astringent medicinal	Medicinal flavor	17	18
CHP03641	Cool therapeutic	Therapeutic nature	15	11
CHP03642	Bitter medicinal	Medicinal flavor	10	13
CHP03642	Large intestine meridian	Meridian tropism	2	9
CHP03642	Liver meridian	Meridian tropism	12	7
CHP03642	Heart meridian	Meridian tropism	9	21
CHP03642	Cold therapeutic	Therapeutic nature	6	17
CHP03643	Pungent medicinal	Medicinal flavor	14	4
CHP03643	Bitter medicinal	Medicinal flavor	10	13
CHP03643	Spleen meridian	Meridian tropism	19	5
CHP03643	Kidney meridian	Meridian tropism	21	10
CHP03643	Warm therapeutic	Therapeutic nature	18	6
CHP03644	Sweet medicinal	Medicinal flavor	13	19
CHP03644	Pungent medicinal	Medicinal flavor	14	4
CHP03644	Cold therapeutic	Therapeutic nature	6	17
CHP03645	Pungent medicinal	Medicinal flavor	14	4
CHP03645	Bitter medicinal	Medicinal flavor	10	13
CHP03645	Lung meridian	Meridian tropism	5	8
CHP03645	Liver meridian	Meridian tropism	12	7
CHP03645	Kidney meridian	Meridian tropism	21	10
CHP03645	Heart meridian	Meridian tropism	9	21
CHP03645	Cool therapeutic	Therapeutic nature	15	11
CHP03646	Sweet medicinal	Medicinal flavor	13	19
CHP03646	Bitter medicinal	Medicinal flavor	10	13
CHP03646	Astringent medicinal	Medicinal flavor	17	18
CHP03646	Neutral therapeutic	Therapeutic nature	16	15
CHP03647	Neutral therapeutic	Therapeutic nature	16	15
CHP03648	Bitter medicinal	Medicinal flavor	10	13
CHP03648	Liver meridian	Meridian tropism	12	7
CHP03648	Cool therapeutic	Therapeutic nature	15	11
CHP03649	Bitter medicinal	Medicinal flavor	10	13
CHP03649	Astringent medicinal	Medicinal flavor	17	18
CHP03649	Cold therapeutic	Therapeutic nature	6	17
CHP03650	Pungent medicinal	Medicinal flavor	14	4
CHP03650	Bitter medicinal	Medicinal flavor	10	13
CHP03650	Warm therapeutic	Therapeutic nature	18	6
CHP03651	Bitter medicinal	Medicinal flavor	10	13
CHP03651	Lung meridian	Meridian tropism	5	8
CHP03651	Liver meridian	Meridian tropism	12	7
CHP03651	Cold therapeutic	Therapeutic nature	6	17
CHP03652	Pungent medicinal	Medicinal flavor	14	4
CHP03652	Bitter medicinal	Medicinal flavor	10	13
CHP03652	Lung meridian	Meridian tropism	5	8
CHP03652	Kidney meridian	Meridian tropism	21	10
CHP03652	Cool therapeutic	Therapeutic nature	15	11
CHP03653	Sweet medicinal	Medicinal flavor	13	19
CHP03653	Bitter medicinal	Medicinal flavor	10	13
CHP03653	Cold therapeutic	Therapeutic nature	6	17
CHP03654	Sweet medicinal	Medicinal flavor	13	19
CHP03654	Bitter medicinal	Medicinal flavor	10	13
CHP03654	Stomach meridian	Meridian tropism	8	3
CHP03654	Lung meridian	Meridian tropism	5	8
CHP03654	Liver meridian	Meridian tropism	12	7
CHP03654	Cold therapeutic	Therapeutic nature	6	17
CHP03655	Sweet medicinal	Medicinal flavor	13	19
CHP03655	Lung meridian	Meridian tropism	5	8
CHP03655	Heart meridian	Meridian tropism	9	21
CHP03655	Neutral therapeutic	Therapeutic nature	16	15
CHP03656	Sweet medicinal	Medicinal flavor	13	19
CHP03656	Pungent medicinal	Medicinal flavor	14	4
CHP03656	Cold therapeutic	Therapeutic nature	6	17
CHP03657	Pungent medicinal	Medicinal flavor	14	4
CHP03657	Bitter medicinal	Medicinal flavor	10	13
CHP03657	Cool therapeutic	Therapeutic nature	15	11
CHP03658	Pungent medicinal	Medicinal flavor	14	4
CHP03658	Bitter medicinal	Medicinal flavor	10	13
CHP03658	Lung meridian	Meridian tropism	5	8
CHP03658	Liver meridian	Meridian tropism	12	7
CHP03658	Cool therapeutic	Therapeutic nature	15	11
CHP03659	Sweet medicinal	Medicinal flavor	13	19
CHP03659	Pungent medicinal	Medicinal flavor	14	4
CHP03659	Bitter medicinal	Medicinal flavor	10	13
CHP03659	Warm therapeutic	Therapeutic nature	18	6
CHP03660	Sweet medicinal	Medicinal flavor	13	19
CHP03660	Pungent medicinal	Medicinal flavor	14	4
CHP03660	Warm therapeutic	Therapeutic nature	18	6
CHP03661	Pungent medicinal	Medicinal flavor	14	4
CHP03661	Bitter medicinal	Medicinal flavor	10	13
CHP03661	Liver meridian	Meridian tropism	12	7
CHP03661	Heart meridian	Meridian tropism	9	21
CHP03661	Neutral therapeutic	Therapeutic nature	16	15
CHP03662	Pungent medicinal	Medicinal flavor	14	4
CHP03662	Bitter medicinal	Medicinal flavor	10	13
CHP03662	Cool therapeutic	Therapeutic nature	15	11
CHP03663	Bitter medicinal	Medicinal flavor	10	13
CHP03663	Lung meridian	Meridian tropism	5	8
CHP03663	Cold therapeutic	Therapeutic nature	6	17
CHP03664	Pungent medicinal	Medicinal flavor	14	4
CHP03664	Bitter medicinal	Medicinal flavor	10	13
CHP03664	Large intestine meridian	Meridian tropism	2	9
CHP03664	Lung meridian	Meridian tropism	5	8
CHP03664	Neutral therapeutic	Therapeutic nature	16	15
CHP03665	Pungent medicinal	Medicinal flavor	14	4
CHP03665	Bitter medicinal	Medicinal flavor	10	13
CHP03665	Spleen meridian	Meridian tropism	19	5
CHP03665	Liver meridian	Meridian tropism	12	7
CHP03665	Kidney meridian	Meridian tropism	21	10
CHP03665	Warm therapeutic	Therapeutic nature	18	6
CHP03666	Bitter medicinal	Medicinal flavor	10	13
CHP03666	Liver meridian	Meridian tropism	12	7
CHP03666	Spleen meridian	Meridian tropism	19	5
CHP03666	Kidney meridian	Meridian tropism	21	10
CHP03666	Cold therapeutic	Therapeutic nature	6	17
CHP03667	Sweet medicinal	Medicinal flavor	13	19
CHP03667	Pungent medicinal	Medicinal flavor	14	4
CHP03667	Spleen meridian	Meridian tropism	19	5
CHP03667	Liver meridian	Meridian tropism	12	7
CHP03667	Warm therapeutic	Therapeutic nature	18	6
CHP03668	Bitter medicinal	Medicinal flavor	10	13
CHP03668	Astringent medicinal	Medicinal flavor	17	18
CHP03668	Large intestine meridian	Meridian tropism	2	9
CHP03668	Lung meridian	Meridian tropism	5	8
CHP03668	Liver meridian	Meridian tropism	12	7
CHP03668	Cold therapeutic	Therapeutic nature	6	17
CHP03669	Sour medicinal	Medicinal flavor	20	20
CHP03669	Pungent medicinal	Medicinal flavor	14	4
CHP03669	Neutral therapeutic	Therapeutic nature	16	15
CHP03670	Bitter medicinal	Medicinal flavor	10	13
CHP03670	Stomach meridian	Meridian tropism	8	3
CHP03670	Lung meridian	Meridian tropism	5	8
CHP03670	Cool therapeutic	Therapeutic nature	15	11
CHP03671	Sweet medicinal	Medicinal flavor	13	19
CHP03671	Stomach meridian	Meridian tropism	8	3
CHP03671	Liver meridian	Meridian tropism	12	7
CHP03671	Cool therapeutic	Therapeutic nature	15	11
CHP03672	Pungent medicinal	Medicinal flavor	14	4
CHP03672	Cool therapeutic	Therapeutic nature	15	11
CHP03673	Bitter medicinal	Medicinal flavor	10	13
CHP03673	Kidney meridian	Meridian tropism	21	10
CHP03673	Bladder meridian	Meridian tropism	7	12
CHP03673	Cold therapeutic	Therapeutic nature	6	17
CHP03674	Sweet medicinal	Medicinal flavor	13	19
CHP03674	Spleen meridian	Meridian tropism	19	5
CHP03674	Liver meridian	Meridian tropism	12	7
CHP03674	Cold therapeutic	Therapeutic nature	6	17
CHP03675	Bitter medicinal	Medicinal flavor	10	13
CHP03675	Neutral therapeutic	Therapeutic nature	16	15
CHP03676	Sweet medicinal	Medicinal flavor	13	19
CHP03676	Bitter medicinal	Medicinal flavor	10	13
CHP03676	Neutral therapeutic	Therapeutic nature	16	15
CHP03677	Sweet medicinal	Medicinal flavor	13	19
CHP03677	Astringent medicinal	Medicinal flavor	17	18
CHP03677	Small intestine meridian	Meridian tropism	3	22
CHP03677	Stomach meridian	Meridian tropism	8	3
CHP03677	Liver meridian	Meridian tropism	12	7
CHP03677	Kidney meridian	Meridian tropism	21	10
CHP03677	Cool therapeutic	Therapeutic nature	15	11
CHP03678	Bitter medicinal	Medicinal flavor	10	13
CHP03678	Kidney meridian	Meridian tropism	21	10
CHP03678	Bladder meridian	Meridian tropism	7	12
CHP03678	Cool therapeutic	Therapeutic nature	15	11
CHP03679	Salty medicinal	Medicinal flavor	23	16
CHP03679	Pungent medicinal	Medicinal flavor	14	4
CHP03679	Bitter medicinal	Medicinal flavor	10	13
CHP03679	Neutral therapeutic	Therapeutic nature	16	15
CHP03680	Bitter medicinal	Medicinal flavor	10	13
CHP03680	Spleen meridian	Meridian tropism	19	5
CHP03680	Liver meridian	Meridian tropism	12	7
CHP03680	Kidney meridian	Meridian tropism	21	10
CHP03680	Heart meridian	Meridian tropism	9	21
CHP03680	Cold therapeutic	Therapeutic nature	6	17
CHP03681	Bitter medicinal	Medicinal flavor	10	13
CHP03681	Cool therapeutic	Therapeutic nature	15	11
CHP03682	Sweet medicinal	Medicinal flavor	13	19
CHP03682	Pungent medicinal	Medicinal flavor	14	4
CHP03682	Large intestine meridian	Meridian tropism	2	9
CHP03682	Stomach meridian	Meridian tropism	8	3
CHP03682	Spleen meridian	Meridian tropism	19	5
CHP03682	Lung meridian	Meridian tropism	5	8
CHP03682	Cold therapeutic	Therapeutic nature	6	17
CHP03683	Pungent medicinal	Medicinal flavor	14	4
CHP03683	Stomach meridian	Meridian tropism	8	3
CHP03683	Spleen meridian	Meridian tropism	19	5
CHP03683	Lung meridian	Meridian tropism	5	8
CHP03683	Warm therapeutic	Therapeutic nature	18	6
CHP03684	Pungent medicinal	Medicinal flavor	14	4
CHP03684	Warm therapeutic	Therapeutic nature	18	6
CHP03685	Pungent medicinal	Medicinal flavor	14	4
CHP03685	Spleen meridian	Meridian tropism	19	5
CHP03685	Liver meridian	Meridian tropism	12	7
CHP03685	Warm therapeutic	Therapeutic nature	18	6
CHP03686	Stomach meridian	Meridian tropism	8	3
CHP03686	Bladder meridian	Meridian tropism	7	12
CHP03686	Cool therapeutic	Therapeutic nature	15	11
CHP03687	Sweet medicinal	Medicinal flavor	13	19
CHP03687	Lung meridian	Meridian tropism	5	8
CHP03687	Neutral therapeutic	Therapeutic nature	16	15
CHP03688	Pungent medicinal	Medicinal flavor	14	4
CHP03688	Neutral therapeutic	Therapeutic nature	16	15
CHP03689	Pungent medicinal	Medicinal flavor	14	4
CHP03689	Bitter medicinal	Medicinal flavor	10	13
CHP03689	Cool therapeutic	Therapeutic nature	15	11
CHP03690	Bitter medicinal	Medicinal flavor	10	13
CHP03690	Spleen meridian	Meridian tropism	19	5
CHP03690	Lung meridian	Meridian tropism	5	8
CHP03690	Liver meridian	Meridian tropism	12	7
CHP03690	Cold therapeutic	Therapeutic nature	6	17
CHP03691	Bitter medicinal	Medicinal flavor	10	13
CHP03691	Stomach meridian	Meridian tropism	8	3
CHP03691	Heart meridian	Meridian tropism	9	21
CHP03691	Cold therapeutic	Therapeutic nature	6	17
CHP03692	Bitter medicinal	Medicinal flavor	10	13
CHP03692	Astringent medicinal	Medicinal flavor	17	18
CHP03692	Large intestine meridian	Meridian tropism	2	9
CHP03692	Lung meridian	Meridian tropism	5	8
CHP03692	Liver meridian	Meridian tropism	12	7
CHP03692	Heart meridian	Meridian tropism	9	21
CHP03692	Warm therapeutic	Therapeutic nature	18	6
CHP03693	Astringent medicinal	Medicinal flavor	17	18
CHP03693	Neutral therapeutic	Therapeutic nature	16	15
CHP03694	Bitter medicinal	Medicinal flavor	10	13
CHP03694	Cold therapeutic	Therapeutic nature	6	17
CHP03695	Sour medicinal	Medicinal flavor	20	20
CHP03695	Bitter medicinal	Medicinal flavor	10	13
CHP03695	Neutral therapeutic	Therapeutic nature	16	15
CHP03696	Bitter medicinal	Medicinal flavor	10	13
CHP03696	Large intestine meridian	Meridian tropism	2	9
CHP03696	Stomach meridian	Meridian tropism	8	3
CHP03696	Liver meridian	Meridian tropism	12	7
CHP03696	Cold therapeutic	Therapeutic nature	6	17
CHP03697	Bitter medicinal	Medicinal flavor	10	13
CHP03697	Large intestine meridian	Meridian tropism	2	9
CHP03697	Spleen meridian	Meridian tropism	19	5
CHP03697	Liver meridian	Meridian tropism	12	7
CHP03697	Cold therapeutic	Therapeutic nature	6	17
CHP03698	Bitter medicinal	Medicinal flavor	10	13
CHP03698	Lung meridian	Meridian tropism	5	8
CHP03698	Liver meridian	Meridian tropism	12	7
CHP03698	Kidney meridian	Meridian tropism	21	10
CHP03698	Cold therapeutic	Therapeutic nature	6	17
CHP03699	Sweet medicinal	Medicinal flavor	13	19
CHP03699	Pungent medicinal	Medicinal flavor	14	4
CHP03699	Spleen meridian	Meridian tropism	19	5
CHP03699	Lung meridian	Meridian tropism	5	8
CHP03699	Neutral therapeutic	Therapeutic nature	16	15
CHP03700	Pungent medicinal	Medicinal flavor	14	4
CHP03700	Spleen meridian	Meridian tropism	19	5
CHP03700	Liver meridian	Meridian tropism	12	7
CHP03700	Warm therapeutic	Therapeutic nature	18	6
CHP03701	Pungent medicinal	Medicinal flavor	14	4
CHP03701	Bitter medicinal	Medicinal flavor	10	13
CHP03701	Cool therapeutic	Therapeutic nature	15	11
CHP03702	Pungent medicinal	Medicinal flavor	14	4
CHP03702	Lung meridian	Meridian tropism	5	8
CHP03702	Liver meridian	Meridian tropism	12	7
CHP03702	Bladder meridian	Meridian tropism	7	12
CHP03702	Cool therapeutic	Therapeutic nature	15	11
CHP03703	Bitter medicinal	Medicinal flavor	10	13
CHP03703	Liver meridian	Meridian tropism	12	7
CHP03703	Cold therapeutic	Therapeutic nature	6	17
CHP03704	Pungent medicinal	Medicinal flavor	14	4
CHP03704	Bitter medicinal	Medicinal flavor	10	13
CHP03704	Stomach meridian	Meridian tropism	8	3
CHP03704	Heart meridian	Meridian tropism	9	21
CHP03704	Warm therapeutic	Therapeutic nature	18	6
CHP03705	Sweet medicinal	Medicinal flavor	13	19
CHP03705	Salty medicinal	Medicinal flavor	23	16
CHP03705	Cold therapeutic	Therapeutic nature	6	17
CHP03706	Sweet medicinal	Medicinal flavor	13	19
CHP03706	Salty medicinal	Medicinal flavor	23	16
CHP03706	Warm therapeutic	Therapeutic nature	18	6
CHP03707	Pungent medicinal	Medicinal flavor	14	4
CHP03707	Bitter medicinal	Medicinal flavor	10	13
CHP03707	Liver meridian	Meridian tropism	12	7
CHP03707	Cold therapeutic	Therapeutic nature	6	17
CHP03708	Astringent medicinal	Medicinal flavor	17	18
CHP03708	Cool therapeutic	Therapeutic nature	15	11
CHP03709	Sweet medicinal	Medicinal flavor	13	19
CHP03709	Liver meridian	Meridian tropism	12	7
CHP03709	Neutral therapeutic	Therapeutic nature	16	15
CHP03710	Pungent medicinal	Medicinal flavor	14	4
CHP03710	Bitter medicinal	Medicinal flavor	10	13
CHP03710	Neutral therapeutic	Therapeutic nature	16	15
CHP03711	Pungent medicinal	Medicinal flavor	14	4
CHP03711	Bitter medicinal	Medicinal flavor	10	13
CHP03711	Lung meridian	Meridian tropism	5	8
CHP03711	Liver meridian	Meridian tropism	12	7
CHP03711	Cold therapeutic	Therapeutic nature	6	17
CHP03712	Sweet medicinal	Medicinal flavor	13	19
CHP03712	Bitter medicinal	Medicinal flavor	10	13
CHP03712	Neutral therapeutic	Therapeutic nature	16	15
CHP03713	Pungent medicinal	Medicinal flavor	14	4
CHP03713	Lung meridian	Meridian tropism	5	8
CHP03713	Liver meridian	Meridian tropism	12	7
CHP03713	Warm therapeutic	Therapeutic nature	18	6
CHP03714	Pungent medicinal	Medicinal flavor	14	4
CHP03714	Liver meridian	Meridian tropism	12	7
CHP03714	Neutral therapeutic	Therapeutic nature	16	15
CHP03715	Sweet medicinal	Medicinal flavor	13	19
CHP03715	Sour medicinal	Medicinal flavor	20	20
CHP03715	Cold therapeutic	Therapeutic nature	6	17
CHP03716	Sweet medicinal	Medicinal flavor	13	19
CHP03716	Stomach meridian	Meridian tropism	8	3
CHP03716	Kidney meridian	Meridian tropism	21	10
CHP03716	Cold therapeutic	Therapeutic nature	6	17
CHP03717	Pungent medicinal	Medicinal flavor	14	4
CHP03717	Astringent medicinal	Medicinal flavor	17	18
CHP03717	Liver meridian	Meridian tropism	12	7
CHP03717	Cold therapeutic	Therapeutic nature	6	17
CHP03718	Pungent medicinal	Medicinal flavor	14	4
CHP03718	Bitter medicinal	Medicinal flavor	10	13
CHP03718	Cool therapeutic	Therapeutic nature	15	11
CHP03719	Pungent medicinal	Medicinal flavor	14	4
CHP03719	Bitter medicinal	Medicinal flavor	10	13
CHP03719	Spleen meridian	Meridian tropism	19	5
CHP03719	Liver meridian	Meridian tropism	12	7
CHP03719	Cold therapeutic	Therapeutic nature	6	17
CHP03720	Bitter medicinal	Medicinal flavor	10	13
CHP03720	Neutral therapeutic	Therapeutic nature	16	15
CHP03721	Sour medicinal	Medicinal flavor	20	20
CHP03721	Pungent medicinal	Medicinal flavor	14	4
CHP03721	Liver meridian	Meridian tropism	12	7
CHP03721	Warm therapeutic	Therapeutic nature	18	6
CHP03722	Bitter medicinal	Medicinal flavor	10	13
CHP03722	Spleen meridian	Meridian tropism	19	5
CHP03722	Liver meridian	Meridian tropism	12	7
CHP03722	Cool therapeutic	Therapeutic nature	15	11
CHP03723	Bitter medicinal	Medicinal flavor	10	13
CHP03723	Astringent medicinal	Medicinal flavor	17	18
CHP03723	Liver meridian	Meridian tropism	12	7
CHP03723	Cool therapeutic	Therapeutic nature	15	11
CHP03724	Bitter medicinal	Medicinal flavor	10	13
